五行,無料(○),アイテム,似合う色,メモ,時間帯,九星タグ,表示文,カテゴリ,使う場面,季節タグ,重複回避タグ
土,○,丸いクッション,ベージュ,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「丸いクッション」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,暮らしの道具,生活の土台を整える,通年,土|暮らしの道具|ベージュ|丸いクッション
土,○,ベージュのランチョンマット,リネンベージュ,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「ベージュのランチョンマット」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,暮らしの道具,生活の土台を整える,通年,土|暮らしの道具|リネンベージュ|ベージュのランチョンマット
土,○,籐の収納かご,ナチュラルブラウン,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「籐の収納かご」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,暮らしの道具,生活の土台を整える,通年,土|暮らしの道具|ナチュラルブラウン|籐の収納かご
土,○,黄みの花を一輪,ミモザイエロー,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「黄みの花を一輪」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,植物・花,部屋や机まわりを整える,春,土|植物・花|ミモザイエロー|黄みの花を一輪
土,○,きなこのお菓子,きなこ色,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「きなこのお菓子」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,飲食・休息,休憩・回復,通年,土|飲食・休息|きなこ色|きなこのお菓子
土,,バナナ,バナナイエロー,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「バナナ」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,日用品,日常に小さく取り入れる,通年,土|日用品|バナナイエロー|バナナ
土,,栗のお菓子,栗色,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「栗のお菓子」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,飲食・休息,休憩・回復,秋,土|飲食・休息|栗色|栗のお菓子
土,,ベージュのブックカバー,グレージュ,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「ベージュのブックカバー」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,文具・学び,考えごと・学び,通年,土|文具・学び|グレージュ|ベージュのブックカバー
土,,コルクのコースター,コルクブラウン,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「コルクのコースター」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,暮らしの道具,生活の土台を整える,通年,土|暮らしの道具|コルクブラウン|コルクのコースター
土,,土色のノート,アースブラウン,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「土色のノート」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,文具・学び,考えごと・学び,通年,土|文具・学び|アースブラウン|土色のノート
土,,キャメルの財布,キャメル,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「キャメルの財布」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,身につけるもの,外出前・身支度,通年,土|身につけるもの|キャメル|キャメルの財布
土,,黄色いハンカチ,マスタード,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「黄色いハンカチ」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,身につけるもの,外出前・身支度,通年,土|身につけるもの|マスタード|黄色いハンカチ
土,,オートミール,オートミール,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「オートミール」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,日用品,日常に小さく取り入れる,通年,土|日用品|オートミール|オートミール
土,,ベージュのスリッパ,ベージュ,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「ベージュのスリッパ」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,日用品,日常に小さく取り入れる,通年,土|日用品|ベージュ|ベージュのスリッパ
土,,陶器の花瓶,オフベージュ,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「陶器の花瓶」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,植物・花,部屋や机まわりを整える,春,土|植物・花|オフベージュ|陶器の花瓶
土,,こっくりした味噌汁,ウォームブラウン,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「こっくりした味噌汁」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,日用品,日常に小さく取り入れる,通年,土|日用品|ウォームブラウン|こっくりした味噌汁
土,,黄身色のマグネット,クリームイエロー,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「黄身色のマグネット」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,飲食・休息,休憩・回復,通年,土|飲食・休息|クリームイエロー|黄身色のマグネット
土,,丸い木製トレー,ナチュラルブラウン,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「丸い木製トレー」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,暮らしの道具,生活の土台を整える,通年,土|暮らしの道具|ナチュラルブラウン|丸い木製トレー
土,,ベージュのエプロン,リネンベージュ,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「ベージュのエプロン」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,身につけるもの,外出前・身支度,通年,土|身につけるもの|リネンベージュ|ベージュのエプロン
土,,サンドカラーのポーチ,サンドベージュ,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「サンドカラーのポーチ」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,身につけるもの,外出前・身支度,通年,土|身につけるもの|サンドベージュ|サンドカラーのポーチ
土,,じゃがいものスープ,ポテトベージュ,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「じゃがいものスープ」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,飲食・休息,休憩・回復,通年,土|飲食・休息|ポテトベージュ|じゃがいものスープ
土,,玄関マット,ブラウンベージュ,土台・暮らし・安心感を戻すヒント,朝・昼,二黒土星・五黄土星・八白土星,今日は「玄関マット」を取り入れると、足元の感覚を取り戻しやすいかもしれません。,暮らしの道具,生活の土台を整える,通年,土|暮らしの道具|ブラウンベージュ|玄関マット
